segid,segstart,segend,verbatim,intended
24ma_062,510.66,514.51,and you know just be patient with people who stutter,and you know just be patient with people who stutter
24ma_063,515.35,519.61,or i mean it's good to have patience in general 'cause you never know i mean,or i mean it's good to have patience in general 'cause you never know i mean
24ma_064,520.29,521.46,if someone stutters or not,if someone stutters or not
24ma_065,521.47,525.95,but um you know just don't like complete people's sentence,but you know just don't like complete people's sentence
24ma_066,526.02,528.73,or not or don't complete people who stutter sentences,or don't complete people who stutter sentences
24ma_067,528.73,536.71,and um uh yeah just p patience is like the number one thing,and yeah just patience is like the number one thing
25m_000,26.41,52.28,okay so c c currently um i am about to transition into um year so i'm in the midst of job h hunting,okay so currently i am about to transition into year so i'm in the midst of job hunting
25m_001,52.28,61.13,and um and so i'm so i'm b b busy with th that,and so i'm busy with that
25m_002,61.14,69.03,so um and f f finishing up the last bit of s s school,so and finishing up the last bit of school
25m_003,69.05,84.73,so um but overall i would say that um generally positive,so but overall i would say that generally positive
25m_004,88.61,99.02,and i try to express my s s stuttering as m much as i can,and i try to express my stuttering as much as i can
25m_005,99.25,112.07,um and try to keep that p p positive about it um,and try to keep that positive about it
25m_006,112.74,120.66,so i mean like i said you know it's i would say it's overall g good,so i mean like i said you know it's i would say it's overall good
25m_007,120.69,127.11,um as far as you know c community activities,as far as you know community activities
25m_008,128.49,145.68,i'm really the two biggest things i'm involved with is church and i'm i'm an adult l leader with the boy,the two biggest things i'm involved with is church and i'm an adult leader with the boy
25m_009,148.17,152.69,especially in the scouting program,especially in the scouting program
25m_010,152.96,155.45,um i find that it's a huge asset,i find that it's a huge asset
25m_011,159.03,171.87,so um so i think b being involved with um those kinds of activities in th the community,so i think being involved with those kinds of activities in the community
25m_012,171.87,186.03,so you know that i can help other people with the experiences i've had related to s s stuttering,so you know that i can help other people with the experiences i've had related to stuttering
25m_013,195.36,198.15,,
25m_014,198.15,221.21,um what i've seen that um it it's it seems like it's a combination of um uh like uh genetics and neurological conditions,what i've seen that it seems like it's a combination of like genetics and neurological conditions
25m_015,221.84,246.28,and i have heard of some c cases of um s s stuttering b being um triggered b by like a um environmental um um condition also,and i have heard of some cases of stuttering being triggered by like a environmental condition also
25m_016,246.3,254.67,but i still think the b biggest thing is um that there's a genetic component,but i still think the biggest thing is that there's a genetic component
25m_017,271.57,294.83,okay so um in p pre school and in um e elementary s school um you know th those were actually q quite aw awful,okay so in pre school and in elementary school you know those were actually quite awful
25m_018,297.49,312.86,it was you know it was simply you know a b b because the therapist didn't know anything about s s stuttering,it was you know it was simply you know a because the therapist didn't know anything about stuttering
25m_019,313.09,325.24,um and so um i just remember j just going there to p play you know a card game,and so i just remember just going there to play you know a card game
25m_020,325.24,333.58,or some practice and to have f fun,or some practice and to have fun
25m_021,333.58,345.38,but as f f far as th therapy is concerned i didn't really have any i didn't really g get anything f f f from it,but as far as therapy is concerned i didn't really have any i didn't really get anything from it
25m_022,345.71,350.57,and then in m middle s school,and then in middle school
25m_023,350.71,359.19,i had p probably the best th therapist i've ever had,i had probably the best therapist i've ever had
25m_024,359.21,364.07,or at least up there um,or at least up there
25m_025,364.91,370.06,she didn't know quite everything about s stuttering,she didn't know quite everything about stuttering
25m_026,370.39,400.8,but she took the time outside of our oh and b by the w way so f far all these therapists have been are employed by the public school system,oh and by the way so far all these therapists employed by the public school system
25m_027,403.2,421.92,but anyhow this therapist she took her extra t time to learn about s stuttering,but anyhow this therapist she took her extra time to learn about stuttering
25m_028,422.65,436.45,and she um and she tried her h hardest to uh help and get feedback f from me,and she tried her hardest to help and get feedback from me
25m_029,435.61,459.94,um and th then h high school th therapist she was kind of had the same attitude,and then high school therapist she had the same attitude
25m_030,460.65,467.29,but i think i i i actually ended up t teaching her,but i think i actually ended up teaching her
25m_031,468.28,480.86,just because of all the s stuff i had been i learned through the national s s stuttering,just because of all the stuff i learned through the national stuttering
25m_032,483.36,484.98,all that,all that
25m_033,484.99,496.2,so and th then half w way th through high s school,so and then half way through high school
25m_034,496.74,507.68,i took a um a couple of um uh intensive th therapy p programs,i took a couple of intensive therapy programs
25m_035,508.21,511.71,during the s summer,during the summer
25m_036,512.71,516.79,those were excellent,those were excellent
25m_037,516.8,521.76,as as i i learned a ton of t techniques,as i learned a ton of techniques
25m_038,521.98,526.32,and um all kinds of you know like ad advertising,and all kinds of you know like advertising
25m_039,529.31,531.87,and s self help,and self help
25m_040,532.15,538.34,um just great times,just great times
25m_041,538.39,546.26,and then also for a couple years of h high school,and then also for a couple years of high school
25m_042,546.28,552.92,i also had an ear p p p private th therapist also,i also had an ear private therapist also
25m_043,554.64,569.6,and that was excellent because she s specialized in f fluency and s stuttering,and that was excellent because she specialized in fluency and stuttering
